Order ID,Order Date,Delivery Date,Store ID,Store Type,Region,City,State,Postal Code,Customer ID,Customer Name,Loyalty Member,Transaction Channel,Payment Method,Product ID,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit,Supplier
OR-102594,2023-04-12,2023-04-15,ST-895,Supercenter,Central,New York,State New,80472,CU-27540,Customer 839,Yes,In-Store,Credit Card,PR-667443,Personal Care,Hair Care,Hair Care Item 268,5,10.72,53.6,0.05,2.18,Distributor X
OR-102595,2023-09-12,2023-09-14,ST-163,Supercenter,South,Phoenix,State Phoenix,91290,CU-58281,Customer 958,No,Online,Credit Card,PR-472174,Groceries,Frozen,Frozen Item 473,6,38.79,232.74,0.0,31.95,Local Farm
OR-102596,2023-12-29,2023-12-31,ST-862,Neighborhood,East,Philadelphia,State Philadelphia,49092,CU-61935,Customer 1195,Yes,Online,Cash,PR-547871,Electronics,Small Appliances,Small Appliances Item 89,9,76.97,692.73,0.1,117.84,Supplier A
OR-102597,2023-04-23,2023-04-26,ST-577,Convenience,East,New York,State New,61855,CU-18735,Customer 1481,No,In-Store,Credit Card,PR-553935,Personal Care,Hair Care,Hair Care Item 244,6,133.6,801.6,0.0,119.61,Supplier B
OR-102598,2023-08-15,2023-08-16,ST-520,Neighborhood,South,Chicago,State Chicago,62286,CU-87320,Customer 1005,No,In-Store,Cash,PR-159155,Personal Care,Oral Care,Oral Care Item 88,9,42.65,383.85,0.0,64.38,Supplier A
OR-102599,2024-07-14,2024-07-17,ST-383,Supercenter,East,Los Angeles,State Los,43845,CU-29244,Customer 577,No,In-Store,Debit Card,PR-449503,Pharmacy,First Aid,First Aid Item 367,6,62.79,376.74,0.0,84.77,Supplier B
OR-102600,2023-01-15,2023-01-19,ST-538,Neighborhood,Central,Houston,State Houston,75488,CU-60499,Customer 1146,Yes,Online,Mobile Wallet,PR-246610,Household,Cleaning Supplies,Cleaning Supplies Item 234,6,67.41,404.46,0.2,37.18,Supplier A
OR-102601,2023-06-15,2023-06-16,ST-771,Supercenter,Central,New York,State New,16210,CU-73039,Customer 1247,No,Click & Collect,Debit Card,PR-222829,Electronics,Small Appliances,Small Appliances Item 434,6,141.36,848.16,0.1,151.69,Local Farm
OR-102602,2023-05-16,2023-05-19,ST-421,Express,South,Chicago,State Chicago,30608,CU-59932,Customer 1537,No,In-Store,Cash,PR-555052,Groceries,Dairy,Dairy Item 461,5,116.9,584.5,0.2,16.27,Supplier C
OR-102603,2024-08-19,2024-08-20,ST-259,Convenience,Central,Chicago,State Chicago,52468,CU-47761,Customer 1032,No,In-Store,Cash,PR-720060,Electronics,Batteries,Batteries Item 186,5,102.8,514.0,0.0,14.95,Supplier B
OR-102604,2024-01-21,2024-01-21,ST-191,Express,South,Los Angeles,State Los,51273,CU-38425,Customer 336,No,Click & Collect,Credit Card,PR-601601,Pharmacy,OTC Medicines,OTC Medicines Item 223,7,95.01,665.07,0.2,115.65,Supplier B
OR-102605,2024-09-18,2024-09-22,ST-237,Convenience,South,Phoenix,State Phoenix,44243,CU-54023,Customer 1076,Yes,Click & Collect,Credit Card,PR-228205,Pharmacy,First Aid,First Aid Item 399,2,11.38,22.76,0.1,3.42,Supplier C
OR-102606,2023-06-16,2023-06-20,ST-590,Neighborhood,East,Phoenix,State Phoenix,41050,CU-60228,Customer 9,Yes,In-Store,Cash,PR-878599,Groceries,Dairy,Dairy Item 62,5,102.28,511.4,0.15,84.17,Distributor X
OR-102607,2024-04-04,2024-04-04,ST-784,Neighborhood,South,San Antonio,State San,72823,CU-75798,Customer 1453,Yes,In-Store,Mobile Wallet,PR-403663,Electronics,Gadgets,Gadgets Item 143,7,125.8,880.6,0.0,192.48,Supplier A
OR-102608,2024-08-30,2024-09-05,ST-345,Neighborhood,Central,Philadelphia,State Philadelphia,65975,CU-88685,Customer 1073,No,In-Store,Cash,PR-252958,Household,Plasticware,Plasticware Item 154,9,94.8,853.2,0.2,20.12,Supplier B
OR-102609,2023-05-18,2023-05-19,ST-443,Supercenter,South,Philadelphia,State Philadelphia,67570,CU-38351,Customer 1211,Yes,In-Store,Mobile Wallet,PR-829279,Pharmacy,Vitamins,Vitamins Item 249,3,105.49,316.47,0.05,31.36,Local Farm
OR-102610,2024-03-08,2024-03-10,ST-605,Supercenter,Central,Chicago,State Chicago,20242,CU-94430,Customer 1957,No,In-Store,Debit Card,PR-376419,Electronics,Batteries,Batteries Item 359,7,5.99,41.93,0.2,4.55,Distributor X
OR-102611,2023-05-15,2023-05-17,ST-480,Convenience,Central,San Antonio,State San,50510,CU-53189,Customer 208,No,In-Store,Debit Card,PR-686105,Household,Paper Products,Paper Products Item 197,3,42.24,126.72,0.0,29.96,Supplier A
OR-102612,2023-05-19,2023-05-25,ST-113,Neighborhood,East,San Antonio,State San,74849,CU-44820,Customer 1019,No,Online,Credit Card,PR-294886,Electronics,Batteries,Batteries Item 107,9,56.36,507.24,0.0,62.13,Local Farm
OR-102613,2023-10-19,2023-10-21,ST-395,Convenience,Central,Phoenix,State Phoenix,61674,CU-59729,Customer 345,No,In-Store,Mobile Wallet,PR-662749,Groceries,Fresh Produce,Fresh Produce Item 132,8,145.63,1165.04,0.2,212.69,Distributor X
OR-102614,2024-04-27,2024-05-02,ST-907,Supercenter,East,Phoenix,State Phoenix,16296,CU-92172,Customer 1605,No,Online,Debit Card,PR-610028,Pharmacy,First Aid,First Aid Item 114,2,127.61,255.22,0.05,60.17,Supplier A
OR-102615,2024-07-15,2024-07-19,ST-881,Convenience,North,Chicago,State Chicago,74476,CU-55275,Customer 1576,Yes,In-Store,Debit Card,PR-109294,Personal Care,Skincare,Skincare Item 271,6,30.42,182.52,0.1,3.75,Distributor X
OR-102616,2023-11-25,2023-11-27,ST-250,Supercenter,South,Chicago,State Chicago,45861,CU-86498,Customer 1892,No,In-Store,Cash,PR-586252,Groceries,Dairy,Dairy Item 58,8,78.82,630.56,0.0,94.62,Distributor X
OR-102617,2024-07-23,2024-07-25,ST-473,Convenience,North,Los Angeles,State Los,69070,CU-43795,Customer 24,Yes,In-Store,Cash,PR-963553,Personal Care,Toiletries,Toiletries Item 82,9,12.25,110.25,0.05,14.67,Supplier A
OR-102618,2023-09-03,2023-09-08,ST-138,Supercenter,West,New York,State New,55621,CU-74567,Customer 885,No,Click & Collect,Mobile Wallet,PR-145357,Groceries,Fresh Produce,Fresh Produce Item 72,9,26.98,242.82,0.05,19.41,Distributor X
OR-102619,2024-07-23,2024-07-27,ST-316,Supercenter,East,Philadelphia,State Philadelphia,82730,CU-51150,Customer 1239,No,Online,Credit Card,PR-865086,Pharmacy,OTC Medicines,OTC Medicines Item 369,9,130.75,1176.75,0.0,95.55,Supplier B
OR-102620,2023-06-26,2023-06-29,ST-674,Convenience,North,New York,State New,23334,CU-46678,Customer 1534,No,In-Store,Debit Card,PR-449884,Pharmacy,OTC Medicines,OTC Medicines Item 295,4,49.42,197.68,0.05,43.32,Supplier A
OR-102621,2023-06-29,2023-07-04,ST-281,Neighborhood,Central,San Diego,State San,16673,CU-57541,Customer 1692,Yes,Online,Debit Card,PR-654144,Electronics,Batteries,Batteries Item 52,9,22.8,205.2,0.0,22.84,Distributor X
OR-102622,2023-02-17,2023-02-23,ST-101,Express,West,Los Angeles,State Los,51993,CU-34305,Customer 372,No,In-Store,Credit Card,PR-489542,Groceries,Fresh Produce,Fresh Produce Item 334,9,111.07,999.63,0.0,114.53,Supplier B
OR-102623,2023-03-14,2023-03-14,ST-594,Express,North,San Antonio,State San,93268,CU-98280,Customer 1238,No,In-Store,Debit Card,PR-654044,Electronics,Batteries,Batteries Item 300,1,81.22,81.22,0.0,3.82,Local Farm
OR-102624,2023-07-08,2023-07-14,ST-594,Supercenter,West,San Diego,State San,58142,CU-23011,Customer 1304,Yes,In-Store,Cash,PR-216958,Groceries,Beverages,Beverages Item 81,4,69.98,279.92,0.0,21.74,Local Farm
OR-102625,2024-02-11,2024-02-16,ST-829,Supercenter,West,San Antonio,State San,33404,CU-75747,Customer 701,No,In-Store,Debit Card,PR-257108,Pharmacy,First Aid,First Aid Item 56,9,39.98,359.82,0.15,24.97,Supplier A
OR-102626,2023-11-05,2023-11-10,ST-333,Convenience,North,San Diego,State San,38370,CU-31241,Customer 240,No,In-Store,Cash,PR-915382,Groceries,Bakery,Bakery Item 10,5,54.41,272.05,0.1,46.46,Distributor X
OR-102627,2023-06-01,2023-06-07,ST-231,Supercenter,Central,Los Angeles,State Los,29556,CU-37392,Customer 1313,Yes,In-Store,Mobile Wallet,PR-927640,Groceries,Frozen,Frozen Item 304,1,121.51,121.51,0.05,25.52,Supplier C
OR-102628,2023-02-26,2023-03-04,ST-145,Supercenter,East,San Diego,State San,45899,CU-91894,Customer 396,Yes,In-Store,Mobile Wallet,PR-422151,Pharmacy,Vitamins,Vitamins Item 99,9,132.99,1196.91,0.15,248.71,Supplier B
OR-102629,2023-06-19,2023-06-22,ST-290,Supercenter,West,New York,State New,47035,CU-94141,Customer 1909,No,In-Store,Debit Card,PR-285128,Electronics,Batteries,Batteries Item 263,5,120.44,602.2,0.05,37.24,Supplier C
OR-102630,2024-01-13,2024-01-17,ST-980,Supercenter,Central,San Antonio,State San,40089,CU-52193,Customer 447,No,Click & Collect,Credit Card,PR-590206,Groceries,Bakery,Bakery Item 413,9,33.98,305.82,0.0,6.15,Supplier A
OR-102631,2023-04-01,2023-04-03,ST-872,Supercenter,Central,Houston,State Houston,22178,CU-97099,Customer 1625,Yes,In-Store,Debit Card,PR-700873,Groceries,Dairy,Dairy Item 124,5,110.56,552.8,0.0,15.96,Local Farm
OR-102632,2024-05-19,2024-05-21,ST-227,Neighborhood,Central,Los Angeles,State Los,12254,CU-69081,Customer 276,Yes,In-Store,Credit Card,PR-256480,Personal Care,Skincare,Skincare Item 58,3,140.0,420.0,0.0,66.44,Supplier B
OR-102633,2023-09-25,2023-09-28,ST-768,Supercenter,East,Phoenix,State Phoenix,67724,CU-91892,Customer 1884,Yes,Online,Debit Card,PR-369014,Electronics,Gadgets,Gadgets Item 307,3,12.15,36.45,0.05,7.93,Local Farm
OR-102634,2024-03-19,2024-03-22,ST-428,Convenience,East,Houston,State Houston,87737,CU-95634,Customer 1029,No,Online,Credit Card,PR-369044,Electronics,Gadgets,Gadgets Item 423,6,69.91,419.46,0.05,87.64,Distributor X
OR-102635,2023-05-08,2023-05-08,ST-224,Supercenter,South,Los Angeles,State Los,88840,CU-57326,Customer 328,Yes,Online,Cash,PR-294626,Electronics,Gadgets,Gadgets Item 227,4,124.96,499.84,0.0,67.89,Local Farm
OR-102636,2024-05-16,2024-05-17,ST-564,Supercenter,East,Chicago,State Chicago,89907,CU-58375,Customer 1665,No,Online,Credit Card,PR-907771,Personal Care,Toiletries,Toiletries Item 272,8,71.87,574.96,0.0,99.39,Distributor X
OR-102637,2023-12-23,2023-12-25,ST-437,Supercenter,South,New York,State New,20401,CU-54337,Customer 917,No,In-Store,Mobile Wallet,PR-483022,Electronics,Small Appliances,Small Appliances Item 31,9,134.94,1214.46,0.1,209.78,Supplier C
OR-102638,2023-05-21,2023-05-27,ST-572,Supercenter,West,San Antonio,State San,64596,CU-38910,Customer 621,No,In-Store,Debit Card,PR-939339,Pharmacy,OTC Medicines,OTC Medicines Item 11,1,135.22,135.22,0.0,6.53,Local Farm
OR-102639,2023-10-27,2023-11-01,ST-238,Express,West,Chicago,State Chicago,92859,CU-76850,Customer 1946,No,In-Store,Cash,PR-360425,Groceries,Bakery,Bakery Item 30,6,54.52,327.12,0.05,11.49,Supplier B
OR-102640,2024-05-30,2024-05-31,ST-385,Neighborhood,North,Houston,State Houston,44128,CU-26743,Customer 1610,No,Click & Collect,Mobile Wallet,PR-885443,Groceries,Dairy,Dairy Item 36,6,40.43,242.58,0.0,49.44,Distributor X
OR-102641,2024-07-09,2024-07-13,ST-386,Express,North,New York,State New,96654,CU-77568,Customer 845,Yes,In-Store,Cash,PR-500855,Household,Cleaning Supplies,Cleaning Supplies Item 421,2,32.94,65.88,0.0,13.62,Distributor X
OR-102642,2023-02-28,2023-03-03,ST-418,Neighborhood,North,San Diego,State San,49733,CU-47520,Customer 837,Yes,In-Store,Credit Card,PR-690285,Electronics,Gadgets,Gadgets Item 307,9,126.79,1141.11,0.15,162.57,Distributor X
OR-102643,2023-07-12,2023-07-14,ST-409,Convenience,West,San Diego,State San,21487,CU-54217,Customer 1892,Yes,In-Store,Debit Card,PR-265887,Personal Care,Oral Care,Oral Care Item 373,8,9.81,78.48,0.1,9.0,Supplier C
OR-102644,2023-10-02,2023-10-05,ST-713,Convenience,Central,San Diego,State San,10364,CU-34514,Customer 1424,No,Online,Debit Card,PR-209285,Pharmacy,OTC Medicines,OTC Medicines Item 225,9,58.89,530.01,0.0,95.82,Local Farm
OR-102645,2024-06-04,2024-06-07,ST-703,Convenience,South,Phoenix,State Phoenix,76051,CU-25886,Customer 820,No,In-Store,Mobile Wallet,PR-236292,Pharmacy,First Aid,First Aid Item 430,7,107.08,749.56,0.2,138.63,Supplier C
OR-102646,2024-07-21,2024-07-25,ST-114,Neighborhood,South,Houston,State Houston,76124,CU-22627,Customer 363,Yes,In-Store,Mobile Wallet,PR-295628,Household,Paper Products,Paper Products Item 64,7,15.45,108.15,0.0,5.4,Distributor X
OR-102647,2023-03-19,2023-03-25,ST-131,Supercenter,South,Los Angeles,State Los,64918,CU-18253,Customer 1121,No,Click & Collect,Debit Card,PR-702563,Groceries,Beverages,Beverages Item 182,7,102.45,717.15,0.0,116.0,Distributor X
OR-102648,2023-04-16,2023-04-20,ST-247,Supercenter,Central,San Antonio,State San,12570,CU-34444,Customer 1254,Yes,In-Store,Cash,PR-481731,Electronics,Batteries,Batteries Item 226,9,106.66,959.94,0.0,156.92,Supplier A
OR-102649,2024-08-17,2024-08-19,ST-182,Supercenter,West,San Diego,State San,70777,CU-31420,Customer 431,No,In-Store,Debit Card,PR-663168,Personal Care,Toiletries,Toiletries Item 383,7,19.9,139.3,0.0,16.22,Local Farm
OR-102650,2024-08-08,2024-08-10,ST-396,Supercenter,North,Los Angeles,State Los,60106,CU-44558,Customer 1366,No,Click & Collect,Debit Card,PR-891975,Groceries,Beverages,Beverages Item 459,7,130.6,914.2,0.2,68.09,Local Farm
OR-102651,2023-01-02,2023-01-04,ST-146,Supercenter,West,Houston,State Houston,78132,CU-99318,Customer 1760,Yes,In-Store,Cash,PR-744506,Pharmacy,Vitamins,Vitamins Item 115,4,48.67,194.68,0.0,27.08,Supplier A
OR-102652,2023-03-11,2023-03-12,ST-285,Supercenter,North,Los Angeles,State Los,92154,CU-48192,Customer 64,Yes,Online,Debit Card,PR-428441,Household,Cookware,Cookware Item 181,5,69.27,346.35,0.0,31.79,Supplier C
OR-102653,2024-08-21,2024-08-24,ST-530,Neighborhood,Central,New York,State New,19038,CU-45371,Customer 1275,No,In-Store,Debit Card,PR-946269,Pharmacy,Vitamins,Vitamins Item 312,5,36.52,182.6,0.0,15.54,Supplier C
OR-102654,2023-06-28,2023-07-03,ST-349,Neighborhood,South,San Antonio,State San,77463,CU-72583,Customer 1216,Yes,In-Store,Credit Card,PR-845254,Electronics,Batteries,Batteries Item 43,8,142.78,1142.24,0.05,151.53,Supplier A
OR-102655,2023-01-19,2023-01-19,ST-138,Express,North,Chicago,State Chicago,45368,CU-29956,Customer 817,No,In-Store,Mobile Wallet,PR-659225,Personal Care,Oral Care,Oral Care Item 340,2,13.35,26.7,0.0,2.76,Supplier B
OR-102656,2024-07-04,2024-07-06,ST-533,Express,West,New York,State New,78172,CU-78515,Customer 1347,No,Online,Debit Card,PR-911052,Pharmacy,Vitamins,Vitamins Item 163,9,109.45,985.05,0.05,232.16,Supplier A
OR-102657,2024-02-28,2024-03-05,ST-128,Supercenter,South,New York,State New,40074,CU-13035,Customer 277,No,Click & Collect,Debit Card,PR-648901,Electronics,Small Appliances,Small Appliances Item 59,7,102.14,714.98,0.05,127.06,Supplier A
OR-102658,2023-11-30,2023-12-04,ST-696,Supercenter,South,Houston,State Houston,62883,CU-61595,Customer 1789,No,In-Store,Credit Card,PR-260096,Electronics,Small Appliances,Small Appliances Item 245,1,46.85,46.85,0.05,10.87,Supplier B
OR-102659,2024-06-27,2024-06-29,ST-111,Neighborhood,West,New York,State New,90135,CU-77358,Customer 1047,No,In-Store,Mobile Wallet,PR-198032,Groceries,Fresh Produce,Fresh Produce Item 110,9,148.65,1337.85,0.1,192.58,Local Farm
OR-102660,2023-12-17,2023-12-18,ST-717,Neighborhood,South,New York,State New,17439,CU-31889,Customer 1913,Yes,Click & Collect,Cash,PR-323883,Electronics,Small Appliances,Small Appliances Item 260,4,82.82,331.28,0.05,29.03,Distributor X
OR-102661,2023-03-26,2023-03-26,ST-795,Supercenter,Central,New York,State New,75602,CU-78396,Customer 971,No,Online,Credit Card,PR-177113,Pharmacy,OTC Medicines,OTC Medicines Item 338,7,33.5,234.5,0.1,29.65,Supplier C
OR-102662,2024-01-20,2024-01-25,ST-751,Neighborhood,South,San Diego,State San,95022,CU-94010,Customer 1129,No,In-Store,Debit Card,PR-857408,Personal Care,Toiletries,Toiletries Item 484,9,17.49,157.41,0.1,25.68,Supplier A
OR-102663,2024-07-23,2024-07-27,ST-706,Neighborhood,Central,New York,State New,15893,CU-91189,Customer 509,Yes,Online,Debit Card,PR-165843,Electronics,Small Appliances,Small Appliances Item 250,8,125.95,1007.6,0.1,151.33,Supplier B
OR-102664,2024-05-03,2024-05-03,ST-458,Express,North,San Antonio,State San,99015,CU-95534,Customer 25,No,In-Store,Credit Card,PR-290821,Pharmacy,Vitamins,Vitamins Item 93,1,45.37,45.37,0.0,10.63,Supplier C
OR-102665,2024-08-13,2024-08-17,ST-761,Supercenter,South,San Diego,State San,21523,CU-58492,Customer 669,No,In-Store,Mobile Wallet,PR-431723,Household,Cookware,Cookware Item 448,2,98.17,196.34,0.0,7.93,Distributor X
OR-102666,2023-05-21,2023-05-27,ST-541,Convenience,West,New York,State New,45092,CU-47539,Customer 1785,No,In-Store,Cash,PR-273411,Electronics,Small Appliances,Small Appliances Item 157,6,59.05,354.3,0.1,38.0,Distributor X
OR-102667,2023-12-25,2023-12-25,ST-619,Neighborhood,East,Houston,State Houston,90665,CU-28531,Customer 253,No,In-Store,Debit Card,PR-167259,Personal Care,Oral Care,Oral Care Item 343,7,84.64,592.48,0.0,92.69,Local Farm
OR-102668,2024-04-20,2024-04-21,ST-832,Supercenter,East,Phoenix,State Phoenix,61903,CU-42744,Customer 1541,No,In-Store,Mobile Wallet,PR-432202,Electronics,Gadgets,Gadgets Item 171,6,20.7,124.2,0.0,28.12,Distributor X
OR-102669,2023-04-14,2023-04-19,ST-837,Supercenter,Central,San Diego,State San,46951,CU-74859,Customer 1199,No,In-Store,Debit Card,PR-440592,Pharmacy,First Aid,First Aid Item 92,8,42.13,337.04,0.0,39.34,Supplier A
OR-102670,2023-07-28,2023-08-01,ST-746,Supercenter,South,Los Angeles,State Los,93946,CU-64491,Customer 295,No,In-Store,Debit Card,PR-671356,Personal Care,Oral Care,Oral Care Item 175,9,136.8,1231.2,0.05,122.47,Distributor X
OR-102671,2023-05-30,2023-06-02,ST-366,Convenience,West,New York,State New,93468,CU-82853,Customer 815,No,Online,Cash,PR-292885,Household,Cookware,Cookware Item 351,8,88.52,708.16,0.0,28.81,Supplier C
OR-102672,2024-02-26,2024-02-27,ST-906,Convenience,South,Los Angeles,State Los,49908,CU-55500,Customer 1636,No,Online,Cash,PR-250104,Personal Care,Skincare,Skincare Item 419,8,80.27,642.16,0.0,154.23,Distributor X
OR-102673,2023-03-17,2023-03-21,ST-246,Neighborhood,West,Chicago,State Chicago,51039,CU-38165,Customer 1927,No,In-Store,Credit Card,PR-827491,Groceries,Dairy,Dairy Item 173,5,58.79,293.95,0.05,23.77,Supplier B
OR-102674,2023-05-10,2023-05-14,ST-655,Express,North,Houston,State Houston,59025,CU-78492,Customer 1686,Yes,In-Store,Cash,PR-485753,Electronics,Small Appliances,Small Appliances Item 295,5,146.6,733.0,0.0,177.27,Supplier A
OR-102675,2023-05-18,2023-05-20,ST-190,Neighborhood,North,Houston,State Houston,63117,CU-95800,Customer 374,Yes,In-Store,Cash,PR-782616,Groceries,Fresh Produce,Fresh Produce Item 320,6,124.11,744.66,0.0,178.03,Supplier C
OR-102676,2023-09-09,2023-09-11,ST-244,Supercenter,Central,Phoenix,State Phoenix,32572,CU-94646,Customer 1110,No,In-Store,Mobile Wallet,PR-468786,Electronics,Batteries,Batteries Item 238,8,72.95,583.6,0.15,84.29,Local Farm
OR-102677,2023-10-31,2023-11-01,ST-911,Supercenter,East,Chicago,State Chicago,63489,CU-38115,Customer 1675,Yes,Click & Collect,Mobile Wallet,PR-633567,Personal Care,Skincare,Skincare Item 17,7,59.45,416.15,0.2,60.13,Supplier A
OR-102678,2023-10-30,2023-11-02,ST-189,Convenience,East,San Diego,State San,67546,CU-68052,Customer 642,No,In-Store,Cash,PR-546469,Personal Care,Oral Care,Oral Care Item 217,1,61.06,61.06,0.1,13.18,Supplier B
OR-102679,2023-08-20,2023-08-23,ST-624,Supercenter,South,Los Angeles,State Los,86031,CU-90965,Customer 349,No,In-Store,Mobile Wallet,PR-716952,Household,Plasticware,Plasticware Item 139,7,76.18,533.26,0.0,61.17,Local Farm
OR-102680,2023-05-24,2023-05-30,ST-222,Neighborhood,North,Los Angeles,State Los,51645,CU-61469,Customer 8,No,In-Store,Mobile Wallet,PR-762842,Household,Cookware,Cookware Item 132,1,87.02,87.02,0.15,5.62,Local Farm
OR-102681,2023-02-19,2023-02-22,ST-892,Supercenter,Central,San Antonio,State San,91010,CU-83075,Customer 234,No,Click & Collect,Cash,PR-412736,Pharmacy,OTC Medicines,OTC Medicines Item 120,4,90.45,361.8,0.0,65.42,Local Farm
OR-102682,2023-10-29,2023-10-29,ST-722,Supercenter,Central,Houston,State Houston,60763,CU-71438,Customer 800,Yes,In-Store,Credit Card,PR-276661,Electronics,Batteries,Batteries Item 180,2,146.29,292.58,0.0,54.45,Distributor X
OR-102683,2024-07-03,2024-07-04,ST-718,Neighborhood,South,New York,State New,92442,CU-37981,Customer 1337,No,Online,Credit Card,PR-486179,Groceries,Fresh Produce,Fresh Produce Item 499,8,74.55,596.4,0.05,102.91,Supplier A
OR-102684,2024-10-28,2024-10-28,ST-600,Neighborhood,West,Chicago,State Chicago,58332,CU-93184,Customer 800,No,In-Store,Cash,PR-846709,Electronics,Gadgets,Gadgets Item 179,1,44.42,44.42,0.2,6.2,Local Farm
OR-102685,2024-10-24,2024-10-24,ST-994,Supercenter,South,Phoenix,State Phoenix,33522,CU-65195,Customer 760,No,In-Store,Debit Card,PR-192516,Groceries,Beverages,Beverages Item 83,1,120.61,120.61,0.0,25.84,Supplier A
OR-102686,2024-04-18,2024-04-19,ST-187,Convenience,West,Philadelphia,State Philadelphia,50318,CU-59725,Customer 3,No,Online,Mobile Wallet,PR-326868,Personal Care,Oral Care,Oral Care Item 415,5,82.33,411.65,0.15,74.45,Local Farm
OR-102687,2023-08-02,2023-08-08,ST-844,Supercenter,North,Houston,State Houston,94083,CU-29202,Customer 799,No,In-Store,Credit Card,PR-188836,Electronics,Batteries,Batteries Item 340,1,50.24,50.24,0.05,8.88,Distributor X
